Nodes,Paths,Time,GenerationTime
100 , 4905 , 0.05090045928955078 , 0.016958236694335938
101 , 4921 , 0.04387235641479492 , 0.011986494064331055
102 , 4913 , 0.04188823699951172 , 0.011008501052856445
103 , 4917 , 0.045836448669433594 , 0.016000986099243164
104 , 4907 , 0.047863006591796875 , 0.013004064559936523
105 , 4917 , 0.049868106842041016 , 0.011990785598754883
106 , 4919 , 0.03490495681762695 , 0.01694512367248535
107 , 4910 , 0.03892159461975098 , 0.014934539794921875
108 , 4926 , 0.05385470390319824 , 0.024957656860351562
109 , 4924 , 0.05982780456542969 , 0.015970706939697266
110 , 4934 , 0.048856496810913086 , 0.018972158432006836
111 , 4927 , 0.0478363037109375 , 0.018968582153320312
112 , 4925 , 0.04587984085083008 , 0.02097940444946289
113 , 4944 , 0.059838294982910156 , 0.022927045822143555
114 , 4935 , 0.039885520935058594 , 0.02196645736694336
115 , 4947 , 0.022925138473510742 , 0.021952390670776367
116 , 4930 , 0.08177852630615234 , 0.017981290817260742
117 , 4946 , 0.02394247055053711 , 0.023929357528686523
118 , 4955 , 0.01695394515991211 , 0.01896357536315918
119 , 4943 , 0.0568385124206543 , 0.023932456970214844
120 , 4960 , 0.04483175277709961 , 0.02495598793029785
121 , 4936 , 0.051850080490112305 , 0.022975921630859375
122 , 4945 , 0.050852298736572266 , 0.023948192596435547
123 , 4963 , 0.03988003730773926 , 0.026941299438476562
124 , 4954 , 0.054842472076416016 , 0.02693915367126465
125 , 4939 , 0.04985547065734863 , 0.026938676834106445
126 , 4963 , 0.047860145568847656 , 0.028934478759765625
127 , 4956 , 0.03593182563781738 , 0.029893159866333008
128 , 4954 , 0.033922433853149414 , 0.02892279624938965
129 , 4966 , 0.06182384490966797 , 0.029917001724243164
130 , 4956 , 0.0688169002532959 , 0.03291177749633789
131 , 4963 , 0.06183481216430664 , 0.03393673896789551
132 , 4958 , 0.05384540557861328 , 0.03491687774658203
133 , 4953 , 0.04785776138305664 , 0.03195548057556152
134 , 4978 , 0.06780529022216797 , 0.03494620323181152
135 , 4963 , 0.039893388748168945 , 0.050864219665527344
136 , 4975 , 0.07283210754394531 , 0.05682182312011719
137 , 4959 , 0.05683708190917969 , 0.038906097412109375
138 , 4963 , 0.07080912590026855 , 0.04285931587219238
139 , 4976 , 0.054825782775878906 , 0.03892350196838379
140 , 4969 , 0.08176779747009277 , 0.04192471504211426
141 , 4965 , 0.04088020324707031 , 0.04189872741699219
142 , 4953 , 0.12070274353027344 , 0.04089188575744629
143 , 4962 , 0.049880027770996094 , 0.04488039016723633
144 , 4976 , 0.06680703163146973 , 0.06083798408508301
145 , 4982 , 0.06780767440795898 , 0.044916629791259766
146 , 4985 , 0.10371184349060059 , 0.04688596725463867
147 , 4956 , 0.04387235641479492 , 0.04588723182678223
148 , 4965 , 0.0339357852935791 , 0.0488433837890625
149 , 4966 , 0.033898353576660156 , 0.051871299743652344
150 , 4973 , 0.06582427024841309 , 0.04986691474914551
151 , 4958 , 0.07279372215270996 , 0.05187249183654785
152 , 4977 , 0.054843902587890625 , 0.05087399482727051
153 , 4958 , 0.08772706985473633 , 0.05386781692504883
154 , 4982 , 0.09175491333007812 , 0.05189108848571777
155 , 4970 , 0.07579898834228516 , 0.05288338661193848
156 , 4972 , 0.1485755443572998 , 0.07582354545593262
157 , 4978 , 0.07976317405700684 , 0.0558924674987793
158 , 4984 , 0.060837507247924805 , 0.05882573127746582
159 , 4990 , 0.08776426315307617 , 0.05887293815612793
160 , 5003 , 0.12562346458435059 , 0.05985283851623535
161 , 4970 , 0.034909725189208984 , 0.06085515022277832
162 , 4970 , 0.07779455184936523 , 0.061852216720581055
163 , 4974 , 0.03589773178100586 , 0.06582903861999512
164 , 4980 , 0.02796316146850586 , 0.07081055641174316
165 , 4978 , 0.05884289741516113 , 0.0658121109008789
166 , 4996 , 0.1167140007019043 , 0.07676887512207031
167 , 4977 , 0.0498661994934082 , 0.09277892112731934
168 , 4991 , 0.11369585990905762 , 0.06784582138061523
169 , 4984 , 0.08878827095031738 , 0.08676385879516602
170 , 5000 , 0.07380223274230957 , 0.10870909690856934
171 , 4973 , 0.08377552032470703 , 0.07682251930236816
172 , 4984 , 0.07579684257507324 , 0.07681465148925781
173 , 4980 , 0.10967874526977539 , 0.07380294799804688
174 , 4984 , 0.04786252975463867 , 0.07683205604553223
175 , 4974 , 0.0498661994934082 , 0.07682132720947266
176 , 4997 , 0.05186152458190918 , 0.07679486274719238
177 , 4982 , 0.08175349235534668 , 0.07878923416137695
178 , 4992 , 0.07477259635925293 , 0.07881975173950195
179 , 4969 , 0.019946575164794922 , 0.07878923416137695
180 , 4983 , 0.11369562149047852 , 0.07981610298156738
181 , 4975 , 0.029892921447753906 , 0.08180904388427734
182 , 4988 , 0.1107027530670166 , 0.08579683303833008
183 , 4985 , 0.09275078773498535 , 0.08480334281921387
184 , 4989 , 0.11668777465820312 , 0.08576822280883789
185 , 5001 , 0.06581258773803711 , 0.08877420425415039
186 , 4994 , 0.08476424217224121 , 0.0907907485961914
187 , 4986 , 0.053856849670410156 , 0.09075617790222168
188 , 4995 , 0.10272359848022461 , 0.0917825698852539
189 , 4998 , 0.09574437141418457 , 0.09574484825134277
190 , 4982 , 0.034906625747680664 , 0.09574246406555176
191 , 4997 , 0.08776593208312988 , 0.0937495231628418
192 , 4995 , 0.05783820152282715 , 0.09973311424255371
193 , 4986 , 0.08776593208312988 , 0.09871983528137207
194 , 4972 , 0.06080961227416992 , 0.09676241874694824
195 , 4990 , 0.10372304916381836 , 0.10075759887695312
196 , 4984 , 0.0518341064453125 , 0.10072946548461914
197 , 4969 , 0.06482672691345215 , 0.1057431697845459
198 , 4985 , 0.05884265899658203 , 0.12070059776306152
199 , 5000 , 0.14358925819396973 , 0.10471940040588379
200 , 4981 , 0.014960289001464844 , 0.12369346618652344
201 , 5012 , 0.13563752174377441 , 0.11369585990905762
202 , 4975 , 0.10567831993103027 , 0.1276702880859375
203 , 5007 , 0.11569023132324219 , 0.11768627166748047
204 , 5009 , 0.13663506507873535 , 0.11372208595275879
205 , 4999 , 0.12369680404663086 , 0.1326441764831543
206 , 5017 , 0.13467764854431152 , 0.1296401023864746
207 , 5002 , 0.07879209518432617 , 0.12170124053955078
208 , 4984 , 0.0438539981842041 , 0.15062332153320312
209 , 4995 , 0.1605701446533203 , 0.12269949913024902
210 , 4985 , 0.11967921257019043 , 0.11967992782592773
211 , 4995 , 0.11771178245544434 , 0.1296544075012207
212 , 5003 , 0.10970711708068848 , 0.14062285423278809
213 , 5014 , 0.16159582138061523 , 0.13162016868591309
214 , 5005 , 0.09175539016723633 , 0.12469315528869629
215 , 4994 , 0.09476804733276367 , 0.12863397598266602
216 , 4995 , 0.12366890907287598 , 0.12962841987609863
217 , 4999 , 0.13065052032470703 , 0.13464045524597168
218 , 4996 , 0.08676719665527344 , 0.13065075874328613
219 , 4994 , 0.1665802001953125 , 0.1455850601196289
220 , 4983 , 0.08679747581481934 , 0.1406247615814209
221 , 4994 , 0.06881570816040039 , 0.15162205696105957
222 , 4986 , 0.052858591079711914 , 0.14561057090759277
223 , 4996 , 0.07078123092651367 , 0.13962984085083008
224 , 5004 , 0.12266182899475098 , 0.14365220069885254
225 , 5009 , 0.12666106224060059 , 0.1735086441040039
226 , 4994 , 0.1406245231628418 , 0.15461397171020508
227 , 4997 , 0.10471916198730469 , 0.15558409690856934
228 , 5002 , 0.07978582382202148 , 0.14960098266601562
229 , 5009 , 0.15658211708068848 , 0.14959955215454102
230 , 4993 , 0.13065123558044434 , 0.15959906578063965
231 , 4994 , 0.07379770278930664 , 0.17055940628051758
232 , 4995 , 0.05386042594909668 , 0.15658116340637207
233 , 4992 , 0.09970688819885254 , 0.16156363487243652
234 , 5005 , 0.15059757232666016 , 0.17356228828430176
235 , 4995 , 0.134613037109375 , 0.16755199432373047
236 , 4990 , 0.17151379585266113 , 0.1994941234588623
237 , 4987 , 0.04191851615905762 , 0.16556525230407715
238 , 5011 , 0.17852210998535156 , 0.18054413795471191
239 , 4994 , 0.12466692924499512 , 0.1685636043548584
240 , 5016 , 0.14560914039611816 , 0.16755223274230957
241 , 5006 , 0.12067413330078125 , 0.17256855964660645
242 , 5000 , 0.1406233310699463 , 0.1735363006591797
243 , 5016 , 0.2044529914855957 , 0.20345592498779297
244 , 4992 , 0.07480072975158691 , 0.17852306365966797
245 , 5010 , 0.16455960273742676 , 0.17852163314819336
246 , 5001 , 0.1206505298614502 , 0.18154454231262207
247 , 5012 , 0.12566399574279785 , 0.1825413703918457
248 , 4997 , 0.16857409477233887 , 0.1854562759399414
249 , 4988 , 0.12067723274230957 , 0.1934816837310791
250 , 5017 , 0.15957379341125488 , 0.18550372123718262
251 , 5031 , 0.15957331657409668 , 0.20844197273254395
252 , 4995 , 0.12367367744445801 , 0.19647431373596191
253 , 4997 , 0.09075713157653809 , 0.1964704990386963
254 , 5013 , 0.16156768798828125 , 0.19747281074523926
255 , 5007 , 0.14162087440490723 , 0.19449758529663086
256 , 4989 , 0.06283116340637207 , 0.22542524337768555
257 , 4988 , 0.1535792350769043 , 0.23435711860656738
258 , 4989 , 0.11372232437133789 , 0.30219507217407227
259 , 4986 , 0.05784440040588379 , 0.3042144775390625
260 , 5014 , 0.10571742057800293 , 0.23839187622070312
261 , 4996 , 0.09377694129943848 , 0.245316743850708
262 , 5009 , 0.1405961513519287 , 0.2413785457611084
263 , 5009 , 0.19350790977478027 , 0.26628851890563965
264 , 5000 , 0.15658068656921387 , 0.2573122978210449
265 , 4983 , 0.06283187866210938 , 0.26930785179138184
266 , 5019 , 0.21941256523132324 , 0.25232505798339844
267 , 5014 , 0.16954660415649414 , 0.2563345432281494
268 , 5005 , 0.15059876441955566 , 0.2712740898132324
269 , 4995 , 0.1216733455657959 , 0.29024243354797363
270 , 5000 , 0.08776521682739258 , 0.3011941909790039
271 , 5002 , 0.1306774616241455 , 0.2622983455657959
272 , 4994 , 0.0857703685760498 , 0.2752654552459717
273 , 5001 , 0.1715400218963623 , 0.2872622013092041
274 , 4992 , 0.07878613471984863 , 0.28224802017211914
275 , 5032 , 0.14162516593933105 , 0.27725934982299805
276 , 5011 , 0.22439908981323242 , 0.3011913299560547
277 , 5008 , 0.1874983310699463 , 0.32413315773010254
278 , 5026 , 0.12366867065429688 , 0.28324341773986816
279 , 5006 , 0.22340178489685059 , 0.29122138023376465
280 , 5009 , 0.18949246406555176 , 0.29720616340637207
281 , 4994 , 0.16356158256530762 , 0.3001706600189209
282 , 5009 , 0.17151451110839844 , 0.29723238945007324
283 , 5003 , 0.1136939525604248 , 0.3002135753631592
284 , 5006 , 0.23137974739074707 , 0.3241615295410156
285 , 5005 , 0.17553019523620605 , 0.30715370178222656
286 , 5015 , 0.13763165473937988 , 0.31316208839416504
287 , 5024 , 0.18450498580932617 , 0.34308433532714844
288 , 5011 , 0.21744394302368164 , 0.3151571750640869
289 , 4989 , 0.10970544815063477 , 0.31517910957336426
290 , 5003 , 0.10172796249389648 , 0.33310890197753906
291 , 5007 , 0.21143412590026855 , 0.3889596462249756
292 , 5002 , 0.18849611282348633 , 0.364027738571167
293 , 5012 , 0.18849492073059082 , 0.3401181697845459
294 , 5009 , 0.16655325889587402 , 0.35205984115600586
295 , 4993 , 0.14760541915893555 , 0.33806848526000977
296 , 5000 , 0.221405029296875 , 0.4109063148498535
297 , 5017 , 0.22841763496398926 , 0.3668954372406006
298 , 4983 , 0.0269014835357666 , 0.3790135383605957
299 , 4994 , 0.06283140182495117 , 0.3979623317718506
300 , 5001 , 0.11469149589538574 , 0.3809828758239746
301 , 4996 , 0.09274983406066895 , 0.37901735305786133
302 , 5013 , 0.0967400074005127 , 0.3560752868652344
303 , 4994 , 0.21143436431884766 , 0.39394712448120117
304 , 5010 , 0.2622964382171631 , 0.40192508697509766
305 , 5029 , 0.2922189235687256 , 0.3760242462158203
306 , 5025 , 0.26930737495422363 , 0.4048898220062256
307 , 5021 , 0.21442651748657227 , 0.3700103759765625
308 , 5032 , 0.24933362007141113 , 0.39893317222595215
309 , 4998 , 0.09175443649291992 , 0.38197851181030273
310 , 5038 , 0.24132657051086426 , 0.38796281814575195
311 , 5007 , 0.24237751960754395 , 0.40990734100341797
312 , 5003 , 0.18151497840881348 , 0.4069223403930664
313 , 5020 , 0.2433478832244873 , 0.40094470977783203
314 , 5006 , 0.1107034683227539 , 0.4069390296936035
315 , 4986 , 0.11569094657897949 , 0.4009280204772949
316 , 5001 , 0.09275007247924805 , 0.43082165718078613
317 , 4995 , 0.12267208099365234 , 0.4029512405395508
318 , 4999 , 0.15159392356872559 , 0.46774792671203613
319 , 5014 , 0.2483353614807129 , 0.42087531089782715
320 , 4977 , 0.02493739128112793 , 0.44882655143737793
321 , 5015 , 0.2762603759765625 , 0.42186832427978516
322 , 5025 , 0.23537063598632812 , 0.4308741092681885
323 , 5002 , 0.1795198917388916 , 0.47774553298950195
324 , 4980 , 0.05784487724304199 , 0.4517822265625
325 , 5010 , 0.11168909072875977 , 0.44083189964294434
326 , 5027 , 0.16256475448608398 , 0.4607682228088379
327 , 5013 , 0.11768388748168945 , 0.44384145736694336
328 , 5017 , 0.13367009162902832 , 0.46173763275146484
329 , 5015 , 0.14757704734802246 , 0.4557821750640869
330 , 5016 , 0.129652738571167 , 0.47176575660705566
331 , 5018 , 0.10770821571350098 , 0.4518249034881592
332 , 5007 , 0.2183849811553955 , 0.46778011322021484
333 , 5004 , 0.17552924156188965 , 0.4727635383605957
334 , 4997 , 0.11369538307189941 , 0.5086624622344971
335 , 5009 , 0.22538447380065918 , 0.4966847896575928
336 , 5017 , 0.1665480136871338 , 0.527599573135376
337 , 5046 , 0.41489076614379883 , 0.5166451930999756
338 , 5026 , 0.2423255443572998 , 0.57047438621521
339 , 5003 , 0.20544981956481934 , 0.5016880035400391
340 , 5006 , 0.12366914749145508 , 0.49567437171936035
341 , 5013 , 0.1386394500732422 , 0.5016593933105469
342 , 5015 , 0.24235105514526367 , 0.5315682888031006
343 , 5024 , 0.3231344223022461 , 0.5296123027801514
344 , 5007 , 0.3001704216003418 , 0.5136511325836182
345 , 4989 , 0.12865400314331055 , 0.5495586395263672
346 , 5022 , 0.1735365390777588 , 0.5375826358795166
347 , 4986 , 0.1765275001525879 , 0.5555140972137451
348 , 5009 , 0.1934823989868164 , 0.5226025581359863
349 , 5016 , 0.2922189235687256 , 0.5275890827178955
350 , 5006 , 0.16455936431884766 , 0.558506965637207
351 , 4997 , 0.24135398864746094 , 0.550527811050415
352 , 5028 , 0.3759937286376953 , 0.5485339164733887
353 , 5011 , 0.1924576759338379 , 0.563493013381958
354 , 5009 , 0.16057038307189941 , 0.560530424118042
355 , 5010 , 0.1545865535736084 , 0.5495572090148926
356 , 5005 , 0.15159177780151367 , 0.5674762725830078
357 , 5010 , 0.2663137912750244 , 0.5575051307678223
358 , 5018 , 0.2952101230621338 , 0.5834403038024902
359 , 4995 , 0.1625652313232422 , 0.5734663009643555
360 , 5016 , 0.3510603904724121 , 0.5824434757232666
361 , 4996 , 0.10175347328186035 , 0.6572167873382568
362 , 5039 , 0.38898634910583496 , 0.5983877182006836
363 , 5020 , 0.21941280364990234 , 0.5884268283843994
364 , 5003 , 0.15358948707580566 , 0.5874295234680176
365 , 5031 , 0.34906601905822754 , 0.6891562938690186
366 , 5011 , 0.14657926559448242 , 0.6053826808929443
367 , 5017 , 0.2922086715698242 , 0.609410285949707
368 , 4993 , 0.14561009407043457 , 0.6393184661865234
369 , 5008 , 0.17550325393676758 , 0.694145679473877
370 , 5033 , 0.37596702575683594 , 0.6253032684326172
371 , 4988 , 0.11768531799316406 , 0.6223647594451904
372 , 5031 , 0.3650233745574951 , 0.6313378810882568
373 , 4988 , 0.06682085990905762 , 0.6532537937164307
374 , 4988 , 0.18949270248413086 , 0.6552753448486328
375 , 5009 , 0.22739195823669434 , 0.6692101955413818
376 , 5027 , 0.19146084785461426 , 0.6532700061798096
377 , 5027 , 0.328122615814209 , 0.6453003883361816
378 , 5000 , 0.14064908027648926 , 0.6771636009216309
379 , 5009 , 0.2902226448059082 , 0.6951513290405273
380 , 5012 , 0.21143436431884766 , 0.7081058025360107
381 , 5013 , 0.20943903923034668 , 0.6811795234680176
382 , 5015 , 0.3560459613800049 , 0.6771905422210693
383 , 5053 , 0.4717378616333008 , 0.671205997467041
384 , 4998 , 0.19447994232177734 , 0.6951408386230469
385 , 4990 , 0.05285906791687012 , 0.7809116840362549
386 , 5026 , 0.31914567947387695 , 0.7330665588378906
387 , 4973 , 0.10372161865234375 , 0.684171199798584
388 , 5008 , 0.28822946548461914 , 0.7210712432861328
389 , 4999 , 0.10272431373596191 , 0.703120231628418
390 , 5017 , 0.38796234130859375 , 0.7370491027832031
391 , 5033 , 0.42087602615356445 , 0.7171087265014648
392 , 5017 , 0.23537206649780273 , 0.7250595092773438
393 , 5010 , 0.3919520378112793 , 0.7260568141937256
394 , 5015 , 0.24731111526489258 , 0.7489979267120361
395 , 5006 , 0.12566399574279785 , 0.725090742111206
396 , 5028 , 0.46474385261535645 , 0.7649667263031006
397 , 5024 , 0.346099853515625 , 0.7639317512512207
398 , 5010 , 0.33513355255126953 , 0.7509658336639404
399 , 5014 , 0.26129961013793945 , 0.7589719295501709
400 , 5026 , 0.35704565048217773 , 0.7849278450012207
401 , 5007 , 0.24136567115783691 , 0.7480001449584961
402 , 5010 , 0.1904900074005127 , 0.7579724788665771
403 , 5018 , 0.20544981956481934 , 0.7988905906677246
404 , 5019 , 0.40491724014282227 , 0.775951623916626
405 , 5001 , 0.15159296989440918 , 0.8198084831237793
406 , 5024 , 0.2712736129760742 , 0.7988376617431641
407 , 5004 , 0.12067699432373047 , 0.8178396224975586
408 , 5019 , 0.2184147834777832 , 0.8168165683746338
409 , 4999 , 0.31116628646850586 , 0.8178145885467529
410 , 5016 , 0.36200547218322754 , 0.8018569946289062
411 , 5004 , 0.15756773948669434 , 0.7998993396759033
412 , 5007 , 0.1356368064880371 , 0.8497428894042969
413 , 4979 , 0.04584956169128418 , 0.8337979316711426
414 , 5017 , 0.2822444438934326 , 0.832801103591919
415 , 4997 , 0.32712221145629883 , 0.8397572040557861
416 , 5033 , 0.45479607582092285 , 0.8327739238739014
417 , 5007 , 0.11469197273254395 , 0.8537046909332275
418 , 4993 , 0.09275245666503906 , 0.8397548198699951
419 , 5038 , 0.39095377922058105 , 0.9235572814941406
420 , 4997 , 0.23836159706115723 , 0.8656861782073975
421 , 5005 , 0.16455912590026855 , 0.8986108303070068
422 , 5012 , 0.3011932373046875 , 0.8577346801757812
423 , 5001 , 0.2832162380218506 , 0.884634256362915
424 , 5026 , 0.3311138153076172 , 0.9046108722686768
425 , 5016 , 0.23935937881469727 , 0.9435031414031982
426 , 5008 , 0.27426671981811523 , 0.9823732376098633
427 , 4991 , 0.15957188606262207 , 0.9045815467834473
428 , 5009 , 0.29618048667907715 , 0.9474427700042725
429 , 4996 , 0.1077110767364502 , 0.942507266998291
430 , 5000 , 0.08779239654541016 , 0.9105651378631592
431 , 5017 , 0.29817795753479004 , 0.9973442554473877
432 , 5001 , 0.3081486225128174 , 0.9454970359802246
433 , 4984 , 0.12665939331054688 , 0.9584650993347168
434 , 5019 , 0.2593073844909668 , 0.9673848152160645
435 , 4993 , 0.18946528434753418 , 0.9983580112457275
436 , 5013 , 0.25232481956481934 , 0.9564697742462158
437 , 4998 , 0.261275053024292 , 0.9793887138366699
438 , 5036 , 0.34408068656921387 , 0.9734163284301758
439 , 4995 , 0.19248366355895996 , 0.9604310989379883
440 , 5034 , 0.40990281105041504 , 1.0083305835723877
441 , 5012 , 0.31815028190612793 , 0.9763894081115723
442 , 4997 , 0.2622969150543213 , 1.0272531509399414
443 , 4992 , 0.23140764236450195 , 0.9953384399414062
444 , 4994 , 0.28623437881469727 , 1.0113170146942139
445 , 4994 , 0.32512950897216797 , 1.0651533603668213
446 , 5002 , 0.13164639472961426 , 1.0183079242706299
447 , 5010 , 0.2732686996459961 , 1.0322465896606445
448 , 5027 , 0.5255568027496338 , 1.0322346687316895
449 , 4991 , 0.19350790977478027 , 1.0422146320343018
450 , 5027 , 0.4538125991821289 , 1.0362308025360107
451 , 5035 , 0.5545158386230469 , 1.0192551612854004
452 , 4995 , 0.16057109832763672 , 1.0601656436920166
453 , 5009 , 0.29323434829711914 , 1.086076259613037
454 , 5021 , 0.4148905277252197 , 1.0751454830169678
455 , 4993 , 0.07978677749633789 , 1.084111213684082
456 , 5007 , 0.1356503963470459 , 1.0641584396362305
457 , 5013 , 0.3151569366455078 , 1.1110293865203857
458 , 5037 , 0.46774768829345703 , 1.118011236190796
459 , 5017 , 0.17655348777770996 , 1.0840754508972168
460 , 4994 , 0.2962076663970947 , 1.1659438610076904
461 , 5017 , 0.35505151748657227 , 1.2356956005096436
462 , 5039 , 0.6841714382171631 , 1.1688730716705322
463 , 5029 , 0.4508225917816162 , 1.113025188446045
464 , 4990 , 0.24736595153808594 , 1.1090078353881836
465 , 5016 , 0.3749966621398926 , 1.1010541915893555
466 , 5012 , 0.30019617080688477 , 1.2037818431854248
467 , 5009 , 0.3351292610168457 , 1.1688694953918457
468 , 5015 , 0.20345568656921387 , 1.1309995651245117
469 , 4992 , 0.3121631145477295 , 1.189819574356079
470 , 5013 , 0.3181486129760742 , 1.1419734954833984
471 , 4999 , 0.24534392356872559 , 1.1279830932617188
472 , 5025 , 0.5206077098846436 , 1.1898460388183594
473 , 5007 , 0.2652895450592041 , 1.1539146900177002
474 , 5026 , 0.4268956184387207 , 1.1878225803375244
475 , 4995 , 0.1455833911895752 , 1.1679034233093262
476 , 5008 , 0.22739148139953613 , 1.1928374767303467
477 , 5014 , 0.2702493667602539 , 1.2257225513458252
478 , 5019 , 0.23636651039123535 , 1.252671480178833
479 , 4999 , 0.1635603904724121 , 1.2027852535247803
480 , 5022 , 0.5046494007110596 , 1.189819574356079
481 , 5004 , 0.39095354080200195 , 1.2117681503295898
482 , 5032 , 0.596405029296875 , 1.2466793060302734
483 , 5033 , 0.44580650329589844 , 1.2636220455169678
484 , 5012 , 0.42685747146606445 , 1.228733777999878
485 , 5018 , 0.34211158752441406 , 1.230682373046875
486 , 5008 , 0.2982008457183838 , 1.2287421226501465
487 , 4996 , 0.23240447044372559 , 1.3623507022857666
488 , 5033 , 0.6033589839935303 , 1.2756083011627197
489 , 5008 , 0.30817627906799316 , 1.5139787197113037
490 , 5011 , 0.4109005928039551 , 1.2476589679718018
491 , 4990 , 0.32016921043395996 , 1.2885076999664307
492 , 5021 , 0.46971631050109863 , 1.3055362701416016
493 , 5012 , 0.39394569396972656 , 1.2796053886413574
494 , 4992 , 0.07080960273742676 , 1.3055367469787598
495 , 5012 , 0.15658068656921387 , 1.318474531173706
496 , 5005 , 0.31913232803344727 , 1.2815659046173096
497 , 5003 , 0.23234033584594727 , 1.4092695713043213
498 , 5015 , 0.09973263740539551 , 1.2995545864105225
499 , 5005 , 0.3789854049682617 , 1.333434820175171
